1_2008_004648 1_2011_001476
1_2010_003983 1_2008_001227
1_2011_002012 1_2007_002198
1_2010_002229 1_2010_003983
1_2008_002195 1_2008_005873
1_2009_004969 1_2008_002773
1_2008_000367 1_2011_002675
1_2011_001476 1_2009_000661
1_2007_005043 1_2008_005873
1_2008_002773 1_2008_000367
1_2007_002198 1_2008_004648
1_2008_006249 1_2008_003275
1_2008_008231 1_2011_002675
1_2009_000084 1_2008_004648
1_2007_001377 1_2008_007690
1_2009_003896 1_2007_005043
1_2009_002599 1_2011_001263
1_2011_001263 1_2008_005873
1_2008_002977 1_2010_003983
1_2009_000661 1_2008_000367
1_2008_005573 1_2008_003275
1_2008_004899 1_2010_003983
1_2008_007690 1_2008_001227
1_2008_005873 1_2007_002198
1_2008_004646 1_2008_002195
1_2008_001227 1_2007_002198
1_2008_003275 1_2009_000661
1_2007_003876 1_2008_003275
1_2008_007884 1_2007_005043
1_2007_005358 1_2009_002314
1_2010_005718 1_2008_002773
1_2009_000133 1_2008_002977
1_2010_002496 1_2007_001377
1_2010_001320 1_2010_005718
1_2008_008254 1_2008_004646
1_2009_002314 1_2008_007690
1_2011_001800 1_2010_003983
1_2011_002675 1_2008_000367
2_2008_004482 2_2010_001367
2_2008_008711 2_2008_002714
2_2007_005368 2_2009_002338
2_2007_001027 2_2009_004882
2_2009_001181 2_2010_002536
2_2011_002002 2_2009_005156
2_2008_001566 2_2007_003188
2_2008_008325 2_2010_003446
2_2010_002792 2_2007_005368
2_2007_006317 2_2010_002792
2_2008_000764 2_2009_000882
2_2008_003108 2_2011_002002
2_2011_002113 2_2011_003167
2_2008_003395 2_2011_001988
2_2009_000351 2_2009_003343
2_2010_002435 2_2010_002536
2_2007_006028 2_2011_002113
2_2010_004069 2_2007_000572
2_2008_000469 2_2011_003063
2_2011_001025 2_2008_004654
2_2011_002656 2_2010_002536
2_2008_003329 2_2008_003395
2_2010_003446 2_2011_001988
2_2009_000882 2_2011_003054
2_2009_002338 2_2008_003617
2_2008_004101 2_2009_002338
2_2008_006254 2_2008_004482
2_2009_005156 2_2010_003264
2_2009_004882 2_2008_000469
2_2009_000149 2_2011_002002
2_2011_001524 2_2009_000457
2_2008_002932 2_2008_001566
2_2009_000457 2_2011_001524
2_2007_000515 2_2008_002714
2_2008_004654 2_2011_002113
2_2010_001367 2_2011_001025
2_2008_004441 2_2007_000515
2_2009_003343 2_2009_000351
2_2010_003264 2_2009_003343
2_2010_002536 2_2009_000149
2_2011_001988 2_2010_002792
2_2009_003251 2_2009_003343
2_2007_003188 2_2010_001367
2_2011_003054 2_2008_002932
2_2011_001632 2_2008_008325
2_2011_003167 2_2007_000515
2_2009_001096 2_2011_003167
2_2008_001375 2_2010_003264
2_2008_002714 2_2010_003446
2_2011_002135 2_2009_004882
2_2007_003621 2_2008_001566
2_2009_003802 2_2011_002135
2_2008_003617 2_2008_008711
2_2011_003063 2_2011_002002
2_2007_000572 2_2009_004882
2_2009_005087 2_2007_006028
3_2008_000697 3_2011_000219
3_2008_006503 3_2011_000320
3_2008_006873 3_2008_000848
3_2009_004568 3_2008_005096
3_2011_000219 3_2010_002803
3_2010_003820 3_2007_002403
3_2010_002632 3_2008_005096
3_2008_007188 3_2009_001607
3_2009_000124 3_2010_002688
3_2008_007839 3_2010_002688
3_2008_000095 3_2009_002393
3_2009_001607 3_2007_003118
3_2008_003942 3_2009_002465
3_2008_005096 3_2010_004556
3_2010_002752 3_2011_000548
3_2007_002412 3_2007_003118
3_2009_002423 3_2009_000393
3_2008_000848 3_2009_002393
3_2010_002955 3_2009_000536
3_2010_002688 3_2010_002803
3_2009_004996 3_2009_002465
3_2011_001001 3_2009_002393
3_2011_000456 3_2010_004948
3_2007_008085 3_2011_002464
3_2009_000536 3_2007_003118
3_2007_006076 3_2008_002350
3_2010_004348 3_2009_002465
3_2009_000454 3_2008_005601
3_2009_004131 3_2010_002803
3_2009_002393 3_2008_000400
3_2007_003118 3_2011_003145
3_2008_004087 3_2011_002767
3_2011_003145 3_2008_000123
3_2011_000320 3_2007_006076
3_2008_000123 3_2009_004996
3_2008_005601 3_2008_006873
3_2010_003135 3_2010_002803
3_2011_000548 3_2009_004568
3_2011_002464 3_2009_002393
3_2008_005522 3_2008_007022
3_2008_001283 3_2007_002412
3_2008_001673 3_2011_000219
3_2007_002403 3_2010_002752
3_2011_001902 3_2008_004384
3_2009_005262 3_2011_000320
3_2009_002465 3_2007_002403
3_2010_004948 3_2007_006076
3_2010_002803 3_2008_000472
3_2011_002767 3_2008_005096
3_2010_002142 3_2008_000095
3_2010_004556 3_2010_004348
3_2008_007022 3_2009_001693
3_2010_000918 3_2008_006873
3_2008_004384 3_2008_002350
3_2008_000472 3_2008_001673
3_2009_001693 3_2010_002632
3_2007_005074 3_2011_000320
3_2010_002168 3_2008_007839
3_2008_000400 3_2011_002767
3_2009_000393 3_2008_007839
3_2008_002350 3_2008_003942
4_2009_003462 4_2010_003156
4_2008_007597 4_2011_000130
4_2009_002727 4_2008_006747
4_2008_001202 4_2008_007966
4_2008_006747 4_2008_007966
4_2010_001535 4_2010_004493
4_2011_002661 4_2010_000979
4_2011_000683 4_2009_005006
4_2011_001161 4_2011_001221
4_2011_001221 4_2008_003081
4_2010_003604 4_2008_006185
4_2010_003103 4_2008_003275
4_2011_002821 4_2009_001826
4_2009_003482 4_2008_006747
4_2010_003156 4_2010_003604
4_2008_001987 4_2007_005358
4_2009_002591 4_2007_005358
4_2008_007883 4_2008_006747
4_2010_000559 4_2008_001202
4_2008_003275 4_2010_000979
4_2011_000052 4_2008_003081
4_2008_003062 4_2010_003103
4_2007_006673 4_2008_007883
4_2007_002403 4_2008_007966
4_2008_006185 4_2008_004983
4_2009_001826 4_2009_002727
4_2008_004983 4_2008_006014
4_2009_005006 4_2011_000130
4_2011_000273 4_2011_002661
4_2008_001823 4_2011_002821
4_2008_002492 4_2008_003062
4_2010_000979 4_2010_003103
4_2007_005358 4_2010_004493
4_2008_003081 4_2009_002727
4_2011_002578 4_2011_002661
4_2008_007966 4_2008_006185
4_2009_004034 4_2010_003103
4_2007_007477 4_2011_002578
4_2010_002899 4_2008_003275
4_2011_000130 4_2010_004493
4_2008_006014 4_2008_007597
4_2010_004493 4_2010_003103
5_2010_000573 5_2011_002498
5_2010_002127 5_2011_002927
5_2007_009630 5_2011_000361
5_2009_005171 5_2009_001480
5_2008_001307 5_2011_002852
5_2010_000131 5_2008_001390
5_2011_000361 5_2008_001060
5_2011_002542 5_2008_005090
5_2011_002163 5_2009_001695
5_2009_003914 5_2008_001223
5_2007_007783 5_2009_001908
5_2009_001120 5_2011_003050
5_2011_001975 5_2011_002920
5_2010_004778 5_2008_005201
5_2008_003079 5_2011_003168
5_2011_000843 5_2011_002135
5_2008_007146 5_2010_005512
5_2007_004476 5_2011_002111
5_2011_002098 5_2008_007261
5_2010_002539 5_2009_002688
5_2010_004198 5_2008_005881
5_2008_007286 5_2010_005512
5_2010_000448 5_2008_008388
5_2008_006992 5_2008_004418
5_2010_000492 5_2008_000648
5_2011_002920 5_2009_002732
5_2011_000747 5_2008_004418
5_2009_004228 5_2010_000448
5_2008_001199 5_2008_008773
5_2010_002462 5_2011_002163
5_2008_008773 5_2011_002167
5_2008_002567 5_2008_002601
5_2011_002482 5_2011_000885
5_2011_000885 5_2010_001851
5_2010_001188 5_2008_005094
5_2011_001571 5_2011_002135
5_2008_002330 5_2009_001319
5_2011_003050 5_2008_002112
5_2010_005512 5_2011_002098
5_2008_003904 5_2010_004778
5_2010_002055 5_2010_000866
5_2011_002462 5_2009_005082
5_2008_007696 5_2008_006992
5_2010_002871 5_2008_002330
5_2010_001418 5_2009_000464
5_2010_002879 5_2011_002927
5_2011_003158 5_2008_000691
5_2011_003168 5_2008_004384
5_2008_002776 5_2008_006052
5_2009_003609 5_2011_000843
5_2009_002433 5_2009_001908
5_2009_001605 5_2008_003079
5_2008_004506 5_2008_001957
5_2010_004609 5_2011_003158
5_2011_001538 5_2010_002879
5_2008_001957 5_2008_003079
5_2011_003230 5_2008_005090
5_2010_000915 5_2009_001605
5_2009_000464 5_2010_004609
5_2009_002732 5_2009_005278
5_2008_005939 5_2008_003290
5_2008_008388 5_2011_003050
5_2008_001223 5_2010_002879
5_2011_003240 5_2010_001188
5_2009_001480 5_2011_002920
5_2008_001638 5_2009_005278
5_2008_001333 5_2008_007717
5_2011_002167 5_2011_001538
5_2008_000202 5_2008_005881
5_2011_000875 5_2008_007286
5_2011_000332 5_2008_004384
5_2010_003781 5_2011_003044
5_2008_005090 5_2011_001538
5_2008_007261 5_2008_007696
5_2009_001908 5_2011_003230
5_2008_005201 5_2008_001199
5_2010_000386 5_2008_001390
5_2010_005079 5_2011_001091
5_2009_004050 5_2011_002920
5_2008_005295 5_2009_001319
5_2011_003044 5_2008_008773
5_2008_004460 5_2010_002055
5_2011_002111 5_2011_002488
5_2010_005158 5_2009_002433
5_2009_004701 5_2009_004228
5_2010_000449 5_2011_002488
5_2008_005342 5_2008_001307
5_2011_001091 5_2009_004228
5_2008_007242 5_2008_005881
5_2011_002575 5_2008_003290
5_2009_001695 5_2008_004418
5_2008_001390 5_2008_000691
5_2009_000759 5_2008_005201
5_2008_004418 5_2009_001120
5_2009_002688 5_2008_003290
5_2009_005311 5_2010_004778
5_2008_002112 5_2010_000573
5_2009_005278 5_2009_000464
5_2008_007986 5_2011_002167
5_2008_000691 5_2011_002167
