11_2009_003840 11_2009_003265
11_2007_001901 11_2011_002805
11_2010_003864 11_2007_001901
11_2008_007949 11_2011_000684
11_2009_002634 11_2010_000234
11_2010_005379 11_2008_005954
11_2009_003265 11_2011_000932
11_2008_004293 11_2010_002418
11_2010_001907 11_2009_002098
11_2010_000915 11_2008_007097
11_2011_000530 11_2008_007438
11_2011_000809 11_2011_000932
11_2008_005954 11_2010_000697
11_2008_007438 11_2011_001069
11_2010_004726 11_2011_000932
11_2008_006120 11_2011_000823
11_2009_002433 11_2008_004293
11_2008_002114 11_2007_000762
11_2010_004125 11_2007_000762
11_2011_000684 11_2011_000823
11_2010_001846 11_2009_003349
11_2008_004661 11_2011_000684
11_2010_001851 11_2010_003864
11_2008_008098 11_2009_002634
11_2010_000234 11_2007_009521
11_2009_003349 11_2010_005379
11_2011_002542 11_2008_008098
11_2010_002605 11_2008_005954
11_2010_000697 11_2010_002462
11_2011_000823 11_2009_002111
11_2011_000932 11_2010_002605
11_2008_007097 11_2010_000697
11_2009_001303 11_2008_005954
11_2007_005803 11_2010_004726
11_2009_001608 11_2010_000697
11_2011_001941 11_2010_005046
11_2008_007717 11_2011_000932
11_2011_002163 11_2010_004125
11_2010_005046 11_2010_002605
11_2008_000338 11_2010_001113
11_2010_002418 11_2007_001901
11_2011_002805 11_2010_005379
11_2007_009521 11_2010_002462
11_2010_001113 11_2008_000338
11_2009_002111 11_2010_001907
11_2010_002462 11_2008_004661
11_2007_000762 11_2009_001608
11_2008_000817 11_2011_002163
11_2009_002098 11_2007_005803
11_2011_001069 11_2010_000915
12_2010_003146 12_2010_004450
12_2007_002055 12_2008_005890
12_2008_001797 12_2010_003082
12_2011_000307 12_2008_003607
12_2008_005101 12_2010_002879
12_2008_007021 12_2010_005991
12_2010_005575 12_2010_001850
12_2008_003607 12_2010_004089
12_2008_003374 12_2010_005575
12_2010_005669 12_2011_000317
12_2008_002621 12_2008_005890
12_2009_003395 12_2008_007745
12_2008_003272 12_2010_003670
12_2010_005987 12_2010_004089
12_2009_002285 12_2010_002287
12_2008_004774 12_2009_002346
12_2010_004450 12_2008_007665
12_2008_007187 12_2008_005178
12_2010_005991 12_2010_003351
12_2009_000145 12_2009_004073
12_2009_000539 12_2010_002879
12_2007_004112 12_2009_000539
12_2010_005681 12_2008_007770
12_2008_005890 12_2010_004450
12_2007_002611 12_2009_002586
12_2008_007745 12_2010_002980
12_2008_003755 12_2009_004073
12_2009_002346 12_2009_000539
12_2010_004089 12_2009_002346
12_2008_000641 12_2008_003511
12_2007_002597 12_2007_004166
12_2007_001825 12_2008_002036
12_2010_001596 12_2010_003082
12_2009_001611 12_2010_000074
12_2010_002659 12_2008_002003
12_2010_002402 12_2008_005101
12_2010_005312 12_2009_002586
12_2011_001276 12_2008_001708
12_2008_002574 12_2008_003374
12_2010_002696 12_2008_005101
12_2010_003670 12_2008_003607
12_2008_005178 12_2010_000074
12_2010_000074 12_2008_005101
12_2008_007770 12_2010_005312
12_2010_001211 12_2008_003607
12_2010_004620 12_2008_003511
12_2008_000829 12_2008_003272
12_2008_004515 12_2011_000772
12_2009_001026 12_2009_003395
12_2011_000317 12_2010_005681
12_2010_001726 12_2008_004505
12_2008_002003 12_2008_002621
12_2008_007665 12_2010_002879
12_2010_001850 12_2007_002611
12_2007_002268 12_2008_002304
12_2010_000140 12_2009_002586
12_2010_004002 12_2008_005101
12_2008_004284 12_2009_000539
12_2008_007494 12_2008_002304
12_2008_002304 12_2009_004073
12_2011_002239 12_2008_002304
12_2007_004166 12_2008_000829
12_2008_006032 12_2009_001026
12_2008_007668 12_2010_003146
12_2011_001862 12_2007_009084
12_2010_002879 12_2010_002980
12_2007_006444 12_2010_002980
12_2009_004073 12_2010_003351
12_2008_004188 12_2008_002574
12_2008_001708 12_2010_005948
12_2010_000262 12_2008_003755
12_2009_002586 12_2008_001797
12_2008_006474 12_2008_003607
12_2010_003082 12_2011_001944
12_2008_004505 12_2008_000829
12_2011_000772 12_2011_000317
12_2008_003511 12_2008_000641
12_2010_002287 12_2010_005669
12_2008_002036 12_2009_002586
12_2007_009331 12_2010_005948
12_2010_005948 12_2011_001944
12_2010_003351 12_2007_002268
12_2010_002980 12_2010_005681
12_2007_009084 12_2010_000262
12_2011_001944 12_2008_007770
13_2007_008307 13_2010_000446
13_2008_004892 13_2007_004722
13_2010_000446 13_2007_008307
13_2007_008526 13_2010_000446
13_2009_004279 13_2008_007524
13_2010_002482 13_2009_004118
13_2008_004545 13_2011_000594
13_2008_007524 13_2008_008356
13_2011_002694 13_2007_004537
13_2007_006866 13_2008_004533
13_2011_002951 13_2007_008307
13_2011_001335 13_2007_007748
13_2010_005243 13_2008_004892
13_2007_000904 13_2008_008366
13_2008_005319 13_2008_004533
13_2007_004722 13_2009_001110
13_2008_004546 13_2007_008526
13_2009_000931 13_2008_007998
13_2007_003189 13_2010_002482
13_2009_004118 13_2007_000904
13_2009_001885 13_2010_000446
13_2008_006087 13_2008_005319
13_2008_006448 13_2011_000594
13_2007_003611 13_2007_004722
13_2007_003889 13_2009_004118
13_2008_008366 13_2009_004279
13_2008_008262 13_2011_002884
13_2008_005589 13_2008_008366
13_2010_001329 13_2010_002482
13_2007_004537 13_2010_002482
13_2008_008356 13_2011_002694
13_2009_001110 13_2008_005589
13_2007_001586 13_2010_002482
13_2011_000594 13_2007_007748
13_2007_007748 13_2010_005243
13_2008_004533 13_2007_004722
13_2008_007998 13_2010_000446
13_2007_009331 13_2008_005319
13_2011_002884 13_2008_005319
13_2010_005733 13_2008_004546
13_2007_009665 13_2008_006087
13_2009_000017 13_2009_001110
14_2010_004844 14_2008_003429
14_2008_000806 14_2010_004191
14_2010_004191 14_2007_002643
14_2008_003939 14_2010_004844
14_2008_001119 14_2008_004371
14_2008_002123 14_2011_002039
14_2009_002180 14_2011_001885
14_2011_003078 14_2008_004084
14_2008_007313 14_2011_001885
14_2008_001643 14_2008_001119
14_2007_004033 14_2009_002784
14_2011_002495 14_2007_002643
14_2010_004624 14_2010_005620
14_2009_002784 14_2011_001311
14_2010_005620 14_2011_003019
14_2011_002039 14_2008_000981
14_2008_000803 14_2011_001311
14_2007_009322 14_2008_003429
14_2010_004894 14_2008_004084
14_2008_004084 14_2008_004371
14_2008_001150 14_2008_002123
14_2011_003019 14_2010_000262
14_2010_000262 14_2008_001119
14_2008_006152 14_2011_002322
14_2008_000981 14_2008_004371
14_2011_002322 14_2008_002123
14_2008_000393 14_2008_001643
14_2010_000829 14_2008_000803
14_2009_001657 14_2011_000652
14_2011_001885 14_2010_004844
14_2008_003429 14_2008_007313
14_2011_001311 14_2010_004894
14_2007_002643 14_2011_001885
14_2008_005032 14_2007_009322
14_2008_005139 14_2010_004844
14_2008_007428 14_2009_002180
14_2010_005836 14_2007_002643
14_2011_000652 14_2008_004371
14_2008_004371 14_2011_002322
14_2009_003351 14_2008_001150
14_2009_001973 14_2008_000393
15_2009_000149 15_2010_004472
15_2009_003690 15_2011_002592
15_2010_005318 15_2010_000915
15_2011_002509 15_2009_003019
15_2010_004069 15_2009_004161
15_2008_000811 15_2009_004511
15_2009_003422 15_2008_005519
15_2008_003802 15_2010_005318
15_2009_002500 15_2008_008629
15_2008_005365 15_2011_001524
15_2008_004892 15_2009_005269
15_2007_001175 15_2009_000741
15_2007_000504 15_2011_002149
15_2009_002037 15_2009_002780
15_2011_001904 15_2010_002424
15_2010_000910 15_2009_003690
15_2008_001965 15_2007_003189
15_2011_002327 15_2008_003051
15_2008_001235 15_2010_004069
15_2008_004646 15_2009_003175
15_2007_001586 15_2010_003470
15_2009_004511 15_2009_004648
15_2010_002107 15_2008_007933
15_2008_001617 15_2008_003316
15_2009_002382 15_2007_002055
15_2011_000724 15_2008_005277
15_2010_004937 15_2011_001904
15_2007_002488 15_2009_004161
15_2009_000960 15_2008_002678
15_2011_000342 15_2011_000398
15_2010_000645 15_2008_006265
15_2008_004546 15_2011_000208
15_2009_000547 15_2009_001042
15_2008_004130 15_2011_000258
15_2007_002789 15_2009_003895
15_2007_000515 15_2009_003003
15_2011_000258 15_2011_003078
15_2009_001897 15_2007_007748
15_2008_006818 15_2009_001759
15_2010_002191 15_2011_001501
15_2008_004020 15_2007_006866
15_2009_003598 15_2008_005553
15_2010_003415 15_2009_002312
15_2011_000248 15_2007_007726
15_2007_002055 15_2007_008256
15_2010_003861 15_2010_003549
15_2008_002456 15_2009_001215
15_2008_001467 15_2008_002330
15_2010_001837 15_2010_005571
15_2009_001215 15_2010_005252
15_2011_000319 15_2011_001346
15_2008_001046 15_2009_000149
15_2008_006642 15_2008_006421
15_2008_004940 15_2008_008066
15_2008_004102 15_2008_004055
15_2010_004472 15_2008_002776
15_2009_001320 15_2008_004071
15_2007_003711 15_2008_008368
15_2011_000637 15_2011_001621
15_2008_002776 15_2010_000196
15_2008_003060 15_2008_003448
15_2008_003667 15_2009_005286
15_2008_008364 15_2009_000408
15_2008_003316 15_2008_001516
15_2010_005596 15_2009_002098
15_2011_003019 15_2011_001406
15_2007_008256 15_2010_002929
15_2009_002098 15_2008_004646
15_2008_000981 15_2008_004020
15_2009_002780 15_2009_001759
15_2008_005553 15_2009_002238
15_2008_001566 15_2010_005013
15_2009_002398 15_2008_004892
15_2008_005519 15_2011_002932
15_2007_002895 15_2010_005596
15_2010_002044 15_2008_004940
15_2009_005286 15_2010_002929
15_2008_000956 15_2008_000867
